author,text,publishedAt,likes,clean_text,sentiment,published_at
@ITDV-g8z,"Блиновская "" Я плаваю в цифрах"" Ох врушка....в интервью Света вокруг света Блиновская как раз говорит о том что у неё  бугалтерское образование. Всё интервью как будто разговоров с душевно нездоровым пациентов, а врач Собчак!",2025-03-24T01:22:12Z,4,блиновская  я плаваю в цифрах ох врушкав интервью света вокруг света блиновская как раз говорит о том что у неё  бугалтерское образование всё интервью как будто разговоров с душевно нездоровым пациентов а врач собчак,NEGATIVE,2024-04-09
@_Helen__,сижу гадаю -  она половину вопросов Ксении просто не понимает или придуривается ?,2025-03-23T22:00:17Z,2,сижу гадаю   она половину вопросов ксении просто не понимает или придуривается ,NEUTRAL,2024-04-03
@_Helen__,Сказочная сказочница,2025-03-23T21:38:07Z,2,сказочная сказочница,NEGATIVE,2024-04-25
@тимоня,Довыебывалась😂 Всех инфоцыган на нары.Мошенники и лжецы.,2025-03-23T21:00:09Z,2,довыебывалась всех инфоцыган на нарымошенники и лжецы,NEGATIVE,2024-04-19
@aziza-l7j,Никак не пойму какой формы головы у Блиновской😅,2025-03-23T19:18:19Z,3,никак не пойму какой формы головы у блиновской,NEUTRAL,2024-04-01
@Виктория-у6у7в,"Сколько дипломов?  Ответ человека с 10 дипломами  ""Дохера""",2025-03-23T17:16:50Z,4,сколько дипломов  ответ человека с  дипломами  дохера,NEGATIVE,2024-05-01
@alex-dantistbrazhnik7040,"Разговор,ни о чем, где-то около,может правда ,посмотреть ее марафоны,а то тема сисек не раскрыта,Ксенья,че ты ее не размазала,прям такая милашка,я ж знаю как ты умеешь?",2025-03-23T14:47:37Z,0,разговорни о чем гдето околоможет правда посмотреть ее марафоныа то тема сисек не раскрытаксеньяче ты ее не размазалапрям такая милашкая ж знаю как ты умеешь,POSITIVE,2024-04-06
@Sergeevna-hb7ve,Как Собчак не дала леща блиновской ?она прям напрашивалась все время 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,2025-03-23T10:33:08Z,1,как собчак не дала леща блиновской она прям напрашивалась все время ,NEUTRAL,2024-04-05
@nataliivanova769,"Какая мерзкая женщина! 🤮 Зная, что её посадят на 5 лет, смотреть проще. За все приходит ответственность",2025-03-23T09:28:05Z,3,какая мерзкая женщина  зная что её посадят на  лет смотреть проще за все приходит ответственность,NEGATIVE,2024-04-20
@PolinaNesterova-f1r,"Посмотрела методичку-как разговаривать с больным человеком 😂
Паузы она выдерживает
Да сказать просто  нечего
Не че гоооо",2025-03-23T02:32:15Z,3,"посмотрела методичкукак разговаривать с больным человеком 
паузы она выдерживает
да сказать просто  нечего
не че гоооо",NEGATIVE,2024-04-20
@PolinaNesterova-f1r,"Спасибо Ксении огромное 
Достала и показала всю тупость  и глупость
Людиииии,что с вами
Кому Вы несёте свои деньги",2025-03-23T02:26:59Z,2,"спасибо ксении огромное 
достала и показала всю тупость  и глупость
людииииичто с вами
кому вы несёте свои деньги",NEGATIVE,2024-04-01
@PolinaNesterova-f1r,"Столько  борзоты!!!!
Откуда?
У костра-что это
Она сесть могла нормально?
Развалилась
Неуважение к собеседнику
Фу
Фу
Фуууу",2025-03-23T02:18:27Z,2,"столько  борзоты
откуда
у кострачто это
она сесть могла нормально
развалилась
неуважение к собеседнику
фу
фу
фуууу",NEGATIVE,2024-04-02
@ИмяФамилия-ц3щ1й,"Раскулачили и тебя,Блиновская😂",2025-03-22T21:35:54Z,1,раскулачили и тебяблиновская,NEUTRAL,2024-04-16
@ИмяФамилия-ц3щ1й,"Пустая хвастунья,глупая,недалекая .Про таких говорят...после обеда свет увидела",2025-03-22T21:34:34Z,4,пустая хвастуньяглупаянедалекая про таких говорятпосле обеда свет увидела,NEGATIVE,2024-04-23
@Gordey37,Как прекрасно смотреть в марте 25-го и осознавать что эту суку посадили 😊,2025-03-22T20:47:28Z,3,как прекрасно смотреть в марте го и осознавать что эту суку посадили ,POSITIVE,2024-04-14
@GreenVar,"Блиновская, ты заслужила все! 👌🏻",2025-03-22T17:53:14Z,1,блиновская ты заслужила все ,NEGATIVE,2024-04-24
@Prioritet9,"29:17 минут, определили будущее",2025-03-22T16:44:25Z,1, минут определили будущее,NEUTRAL,2024-04-08
@PolinaNesterova-f1r,"Власть=любовь
Бред
Разделяй и властвуй",2025-03-22T15:42:04Z,0,"властьлюбовь
бред
разделяй и властвуй",NEUTRAL,2024-04-12
@PolinaNesterova-f1r,Собчак 🌟,2025-03-22T15:41:21Z,0,собчак ,NEUTRAL,2024-04-17
@PolinaNesterova-f1r,"Аферистка чистой воды
Но,скажу честно,я восхищаюсь
Восхищаюсь способностью так красиво нае....ть такое количество  людей и заработать миллиарды",2025-03-22T11:31:32Z,3,"аферистка чистой воды
носкажу честноя восхищаюсь
восхищаюсь способностью так красиво наеть такое количество  людей и заработать миллиарды",NEGATIVE,2024-04-05
@podliza2779,"И люди ходили на ее марафоны😂? Отдавали деньги этой женщине, глубоко больной! Через 5 лет посмотрим как ее семья будет выглядит-то 28:34 .. Это второй дом😂😂😂😂
 Не люблю Собчачку но интервью огонь 🔥🔥🔥",2025-03-22T11:13:55Z,3,"и люди ходили на ее марафоны отдавали деньги этой женщине глубоко больной через  лет посмотрим как ее семья будет выглядитто   это второй дом
 не люблю собчачку но интервью огонь ",POSITIVE,2024-04-06
@ЮлияОтто-р5ш,Вот новый поворот и конвой орёт. Не была бы жадной все хорошо было бы но бы мешает,2025-03-21T20:04:11Z,2,вот новый поворот и конвой орёт не была бы жадной все хорошо было бы но бы мешает,NEGATIVE,2024-04-11
@yanalite9702,"Ксения здесь такая живая, счастливая, гребет, кайфует.) Парни на рафтинге тоже позитивные. И только Елена словно сгусток негатива на лодке, сидит закрывшись, зажавшись, отвернувшись от всех…🙄",2025-03-21T19:44:24Z,9,ксения здесь такая живая счастливая гребет кайфует парни на рафтинге тоже позитивные и только елена словно сгусток негатива на лодке сидит закрывшись зажавшись отвернувшись от всех,POSITIVE,2024-04-15
@Gulmira1974,"Собчак красотка. Не опускалась до уровня хабалки, а ответила по-своему, по-Собчаковски. Выждала паузу и все сделала своим ресурсом, но чужими руками. С такими выскочками, как Блиновская, по-другому невозможно.",2025-03-21T16:19:11Z,4,собчак красотка не опускалась до уровня хабалки а ответила посвоему пособчаковски выждала паузу и все сделала своим ресурсом но чужими руками с такими выскочками как блиновская подругому невозможно,NEGATIVE,2024-04-01
@martinaegorova5655,Ксения умница❤❤❤,2025-03-21T15:47:30Z,1,ксения умница,NEUTRAL,2024-04-18
@ТамараШиляева-ю4о,"К окончанию интервью🤣
Мой мозг взорвался….
🤪",2025-03-21T13:37:41Z,4,"к окончанию интервью
мой мозг взорвался
",NEUTRAL,2024-04-04
@ТамараШиляева-ю4о,"😂😂😂есть ли вообще у блиновской  какое-нибудь образование ?
Не считая 8 классов😩🤣🤣🤣",2025-03-21T13:20:42Z,3,"есть ли вообще у блиновской  какоенибудь образование 
не считая  классов",NEUTRAL,2024-04-24
@ХАРИКРИШНАХАРИРАМА,"Показания дала против себя Ксении Собчак в прямом эфире 
Собчак 100% завербована  
Ей дают задание или она сама их себе выбирает, чтобы ее не трогали и ее мамку 
Блиновская  отупела от денег 
Самая сложная вещь 
Пройти медные трубы 
Огонь и вода самое легкое 
Но есть один позитивный момент она еще живая 
Опыт огромный подняла 
Если с небес не спуститься будут дрючить постоянно",2025-03-21T12:08:36Z,1,"показания дала против себя ксении собчак в прямом эфире 
собчак  завербована  
ей дают задание или она сама их себе выбирает чтобы ее не трогали и ее мамку 
блиновская  отупела от денег 
самая сложная вещь 
пройти медные трубы 
огонь и вода самое легкое 
но есть один позитивный момент она еще живая 
опыт огромный подняла 
если с небес не спуститься будут дрючить постоянно",NEUTRAL,2024-04-23
@MarinaM-m2t,Вот её и «раскулачили»…,2025-03-21T02:18:30Z,2,вот её и раскулачили,NEUTRAL,2024-04-27
@MalanaMiranda,Позорно то как 😅 трееееш 😅 ксюшадь здесь просто сама интеллект и воспитание 😂,2025-03-20T20:32:26Z,2,позорно то как  трееееш  ксюшадь здесь просто сама интеллект и воспитание ,NEGATIVE,2024-04-17
@QWERTYyesytrewq,"Чучело высокомерное, эмоционально незрелое",2025-03-20T06:38:32Z,4,чучело высокомерное эмоционально незрелое,NEGATIVE,2024-04-16
@Lady_reels,"Блиновская постоянно напряжена. Ксюша сидит к ней лицом, ноги направлены в сторону блина, а та постоянно боком…",2025-03-19T22:13:48Z,4,блиновская постоянно напряжена ксюша сидит к ней лицом ноги направлены в сторону блина а та постоянно боком,NEGATIVE,2024-04-23
@mikeleles,"тупорылая,нельзя так с царской крестницей говорить",2025-03-19T12:08:15Z,5,тупорылаянельзя так с царской крестницей говорить,NEGATIVE,2024-04-07
@Лина-ъ9п,"После интервью Ксении , у всех кардинально меняется жизнь 😅",2025-03-19T04:53:57Z,9,после интервью ксении  у всех кардинально меняется жизнь ,NEUTRAL,2024-04-24
@Злата-ф5с,"50 лет в СИЗО 😂😂😂😂😂 
Пришла к рассвету)))",2025-03-18T20:40:19Z,5," лет в сизо  
пришла к рассвету",NEUTRAL,2024-04-24
@ЛлддОол,Какая хуйня😊,2025-03-18T19:52:53Z,0,какая хуйня,NEGATIVE,2024-04-12
@ЛлддОол,Наверное ей мало дали... лет 15 было бы в самый раз,2025-03-18T18:40:00Z,3,наверное ей мало дали лет  было бы в самый раз,NEUTRAL,2024-04-09
@Beltchonok,"Ксения, вы - Умница!❤",2025-03-18T18:04:40Z,0,ксения вы  умница,POSITIVE,2024-04-17
@daryabelyakova6284,"Какая же все таки мерзкая эта Блиновская… Восхищаюсь выдержкой, самообладанием и профессионализмом Собчак",2025-03-18T16:51:20Z,3,какая же все таки мерзкая эта блиновская восхищаюсь выдержкой самообладанием и профессионализмом собчак,POSITIVE,2024-04-24
@SweetCherry137,"Наконец я дошла до этого гениального интервью😂
Блиновская лохушка по всем параметрам😅 - детские эмоции, неухоженность, откровенная глупость во всех ответах на вопросы. Смешно до безобразия",2025-03-18T15:57:19Z,5,"наконец я дошла до этого гениального интервью
блиновская лохушка по всем параметрам  детские эмоции неухоженность откровенная глупость во всех ответах на вопросы смешно до безобразия",NEGATIVE,2024-04-03
@ulviyya7140,После того как сказал в лицо плюну… после всех ухмылок мерзких…ОТВРАЩЕНИЕ! Хабалка,2025-03-18T15:08:11Z,1,после того как сказал в лицо плюну после всех ухмылок мерзкихотвращение хабалка,NEGATIVE,2024-04-04
@nadezhda8478,Как удачно Ксения зашла в дом личности и публичности Блиновской😂,2025-03-18T13:09:27Z,6,как удачно ксения зашла в дом личности и публичности блиновской,NEUTRAL,2024-04-26
@Taktikulnyi,А где все эти тупые ватрушки которые покупали курсы и продолжают покупать у других ?,2025-03-18T13:09:15Z,1,а где все эти тупые ватрушки которые покупали курсы и продолжают покупать у других ,NEGATIVE,2024-04-19
@ДарьяШулягина,"Ещё никто так красиво и воодушевленно не говорил про лишение свободы, срок и долги. 
«Мы с мужем пока конечное желание не сформулировали, но оно уже становится более ясным»",2025-03-18T11:47:02Z,1,"ещё никто так красиво и воодушевленно не говорил про лишение свободы срок и долги 
мы с мужем пока конечное желание не сформулировали но оно уже становится более ясным",POSITIVE,2024-04-01
@ВикторДавыдов-э2к,"38:19 та самая актриса из порно, которую разбудили и она не видит камеры и съемочную - извините меня -группу",2025-03-18T08:14:52Z,2, та самая актриса из порно которую разбудили и она не видит камеры и съемочную  извините меня группу,NEGATIVE,2024-04-30
@ВикторДавыдов-э2к,Посмотреть спустя три года 😊зная исход),2025-03-18T08:01:59Z,2,посмотреть спустя три года зная исход,NEUTRAL,2024-04-03
@ВикторДавыдов-э2к,Ну вот и посиди за свое ребеночка 14:35 😂❤,2025-03-18T07:59:40Z,1,ну вот и посиди за свое ребеночка  ,NEUTRAL,2024-04-18
@ВикторДавыдов-э2к,10:23 а скинула с лодочки в итоге Ксюша😂❤,2025-03-18T07:56:46Z,2, а скинула с лодочки в итоге ксюша,NEGATIVE,2024-04-05
@НатальяКарцева-ю4о,Талантливая инфоцыганка - идеальное определение.,2025-03-18T04:48:33Z,1,талантливая инфоцыганка  идеальное определение,POSITIVE,2024-04-18
@ТатьянаБредихина-ъ6я,"Ощущение абсолютно несведущей ни в каких вопросах тётки - элементарные вопросы Ксении ставят ее в тупик. Пустышка, которая любит внимание и похвалу, причем любая критика выводит ее из себя и вызывает неадекватную реакцию.Неприятная и опасная собеседница😝.",2025-03-18T02:39:58Z,5,ощущение абсолютно несведущей ни в каких вопросах тётки  элементарные вопросы ксении ставят ее в тупик пустышка которая любит внимание и похвалу причем любая критика выводит ее из себя и вызывает неадекватную реакциюнеприятная и опасная собеседница,NEGATIVE,2024-04-27
@МарияПавлова-ы4я,"""Во мне есть Божественный свет, я проводник от Бога.."" - ""Я щас плюну тебе в рожу"" 😂😂😂",2025-03-17T22:10:00Z,4,во мне есть божественный свет я проводник от бога  я щас плюну тебе в рожу ,POSITIVE,2024-04-29
@tashag1798,Допишиzделась про заработки 😂😂,2025-03-17T22:07:39Z,1,допишиzделась про заработки ,NEUTRAL,2024-04-14
@МарияПавлова-ы4я,"Теперь понятно, почему она бесится, когда Ксения начинает считать её деньги 😂 Боится, что не досчитаются налогов 🤣",2025-03-17T21:49:04Z,2,теперь понятно почему она бесится когда ксения начинает считать её деньги  боится что не досчитаются налогов ,NEUTRAL,2024-04-30
@AnnaAnna0707,Какой же кайф сейчас смотреть эту тупицу,2025-03-17T20:36:24Z,0,какой же кайф сейчас смотреть эту тупицу,POSITIVE,2024-04-05
@eugened7930,"Паузы Елена брала, чтобы обдумать ответ, разумеется. Она не является человеком быстрой реакции, да и формулирует корявенько, даже отвечая на несложные вопросы. Старайся она отвечать мгновенно - представляю, какая лажа полетела бы из уст. Впрочем на паузах еще интеллектуальные подвиги в этом интервью заканчиваются.)",2025-03-17T19:01:16Z,1,паузы елена брала чтобы обдумать ответ разумеется она не является человеком быстрой реакции да и формулирует корявенько даже отвечая на несложные вопросы старайся она отвечать мгновенно  представляю какая лажа полетела бы из уст впрочем на паузах еще интеллектуальные подвиги в этом интервью заканчиваются,NEGATIVE,2024-04-16
@НатальяНестерова-с4п,"Браво, Ксения🎉🎉🎉 особенный кайф смотреть это интервью, зная,что Блиновская за всё ответила",2025-03-17T14:08:01Z,1,браво ксения особенный кайф смотреть это интервью знаячто блиновская за всё ответила,POSITIVE,2024-04-10
@elenayaroslavtseva5960,«Мне дискомфортно когда мне приходится подстраиваться под обстоятельства. Это было в момент когда все пошло не по плану» звучит интересно в марте 2025😆,2025-03-16T20:53:21Z,3,мне дискомфортно когда мне приходится подстраиваться под обстоятельства это было в момент когда все пошло не по плану звучит интересно в марте ,NEGATIVE,2024-04-06
@leylik52,"Я понимаю что с точки зрения психологии и самовнушения у определенных лиц людей её марафоны могли «работать». Но когда есть масштабный осознанный обман клиентов, государства, налоговой и тд. Иначе быть и не могло. Она осознавала что творит. Вся эта нервозность и закрытость оттуда и шла. Все эти похождения вокруг да около, около «знания», высокомерие, наигранные выдержанные паузы. Она просто умелая мошенница но с нулевым эмоциональным интеллектом",2025-03-16T19:50:12Z,1,я понимаю что с точки зрения психологии и самовнушения у определенных лиц людей её марафоны могли работать но когда есть масштабный осознанный обман клиентов государства налоговой и тд иначе быть и не могло она осознавала что творит вся эта нервозность и закрытость оттуда и шла все эти похождения вокруг да около около знания высокомерие наигранные выдержанные паузы она просто умелая мошенница но с нулевым эмоциональным интеллектом,NEGATIVE,2024-04-27
@КПРА,Ксюша ты Умница а Блиновская аферистка да еще и тупая)))))))))))),2025-03-16T17:42:26Z,0,ксюша ты умница а блиновская аферистка да еще и тупая,NEGATIVE,2024-04-22
@КПРА,Блиновская  в какой зоне сидишь?????))))))))))))),2025-03-16T15:11:39Z,0,блиновская  в какой зоне сидишь,NEGATIVE,2024-04-04
@КПРА,Ксюша ты великая!!!!!!!,2025-03-16T15:08:59Z,0,ксюша ты великая,NEUTRAL,2024-05-01
@Элла-ы5г6с,Ну в принципе  сколько зарабатывает человек - это не этично спрашивать . Независимо кто и как  заработывает эти деньги,2025-03-15T19:20:37Z,0,ну в принципе  сколько зарабатывает человек  это не этично спрашивать  независимо кто и как  заработывает эти деньги,NEUTRAL,2024-04-27
@ТатьянаДжанаева-ю4з,"а у одной меня мысли, что все что стало происходить с блиновской после интервью - этому посодействовала Ксения? у нее же навернякак есть 1000 связей. может если бы она так себя хамски не вела с Ксений, то и ничего бы этого и не было? ну или не в таком объеме?",2025-03-15T18:09:20Z,3,а у одной меня мысли что все что стало происходить с блиновской после интервью  этому посодействовала ксения у нее же навернякак есть  связей может если бы она так себя хамски не вела с ксений то и ничего бы этого и не было ну или не в таком объеме,NEUTRAL,2024-04-29
@user-abdessattar,"300 миллионов это сумма, которую она должна была платить, но не хотела😂",2025-03-15T15:32:01Z,1, миллионов это сумма которую она должна была платить но не хотела,NEGATIVE,2024-04-10
@Прост0такккк,Мёд в уши слушать интервью в марте 2025 🎉🎉🎉 это потрясающе 😅,2025-03-15T13:40:06Z,0,мёд в уши слушать интервью в марте   это потрясающе ,POSITIVE,2024-04-17
@1182kev,Собчак 😂😂😂 с такими удивлёнными глазами когда эту беременную увидела),2025-03-15T05:13:53Z,2,собчак  с такими удивлёнными глазами когда эту беременную увидела,NEGATIVE,2024-04-28
@Александр-рл,"Ксюха молодец.Все таки раздербанила, закрыла и действительно плюнула в рожу ,чм ошнице быд лотнице.Нашла себе ровню...",2025-03-15T04:47:22Z,0,ксюха молодецвсе таки раздербанила закрыла и действительно плюнула в рожу чм ошнице быд лотниценашла себе ровню,NEGATIVE,2024-04-21
@Dimas-jb3rd,Интересно где сейчас блинчик? Хпх и кстати я даже узнал сколько она зарабатывала)))😂,2025-03-14T19:22:51Z,1,интересно где сейчас блинчик хпх и кстати я даже узнал сколько она зарабатывала,NEUTRAL,2024-04-04
@МарияКоваленко-х1м,"Блиновская: Многие знакомые отговаривали меня идти к тебе на интервью, но я иду
Собчак: Почему ?
Блиновская: чтоб увидеть новые горизонты 
Желания сбываются! 😂😂😂",2025-03-14T16:08:53Z,3,"блиновская многие знакомые отговаривали меня идти к тебе на интервью но я иду
собчак почему 
блиновская чтоб увидеть новые горизонты 
желания сбываются ",NEGATIVE,2024-04-13
@tamerlan.k,Ксюша чудо как хороша здесь ❤,2025-03-14T13:20:11Z,0,ксюша чудо как хороша здесь ,NEUTRAL,2024-04-16
@ИринаИриновна-с9п,Просто в каждом эпизоде Елешка ведет себя противненько!! Как она выкинула это весло!!! Это шедевр !! Это не ее тема!!! Как она плачет и по этом ест мороженое !!! Ну просто звезда вечеринки !!!😂😂😂😂😂,2025-03-14T12:21:27Z,0,просто в каждом эпизоде елешка ведет себя противненько как она выкинула это весло это шедевр  это не ее тема как она плачет и по этом ест мороженое  ну просто звезда вечеринки ,NEGATIVE,2024-04-19
@МиленаМелоян-в9р,"Отвратительная особа,а Собчак герой,так адекватно отреагировать",2025-03-14T10:09:14Z,3,отвратительная особаа собчак геройтак адекватно отреагировать,NEGATIVE,2024-04-12
@АнастасияСергеева-в1в,"Привет тем, кто смотрит в 2025 году🤣",2025-03-14T09:43:15Z,3,привет тем кто смотрит в  году,NEUTRAL,2024-04-19
@astrologynya,29:25 это серьезно повлияет на меня в будущем. Ну так-то как в воду глядела 🙈,2025-03-13T21:30:23Z,2, это серьезно повлияет на меня в будущем ну такто как в воду глядела ,NEUTRAL,2024-04-12
@astrologynya,Пхахахаха наконец-то это интервью настоялось до нужного момента ! Не груби акуле )) сожрет ),2025-03-13T21:28:17Z,0,пхахахаха наконецто это интервью настоялось до нужного момента  не груби акуле  сожрет ,POSITIVE,2024-04-01
@olgasmart,Это взято из секс в большом городе?,2025-03-13T21:15:36Z,0,это взято из секс в большом городе,NEUTRAL,2024-04-08
@UlyaMatheria,Теперь все хотят к Ксении на марафон,2025-03-13T20:02:44Z,0,теперь все хотят к ксении на марафон,NEUTRAL,2024-04-21
@Irinakh678,Собчак умничка ! Блиновская жесть,2025-03-13T19:07:36Z,0,собчак умничка  блиновская жесть,NEUTRAL,2024-04-27
@svetlanabrodovaja8440,"Ну вот посадили на 5лет,сиди и удивляйся:)",2025-03-13T18:56:01Z,0,ну вот посадили на летсиди и удивляйся,NEUTRAL,2024-04-17
@tetianatetiana260,Неприятная особа ...неинтересная..туповатая...срок получила сама себе...,2025-03-13T18:13:35Z,0,неприятная особа неинтереснаятуповатаясрок получила сама себе,NEGATIVE,2024-04-25
@UlyaMatheria,Пауло Колэльо и правда дерьмо,2025-03-13T17:53:10Z,1,пауло колэльо и правда дерьмо,NEGATIVE,2024-04-01
@ЯнаКлещева-ж3з,Ты такая????потому что ты дура????и ЧО?…..Люда на пиздец!!!,2025-03-13T17:15:18Z,0,ты такаяпотому что ты дураи чолюда на пиздец,NEGATIVE,2024-04-14
@a.k.8869,"Я не понимаю всеобщей критики ее марафона. Она говорила, что для исполнения желания надо иметь пошаговый план, а не махнуть волшебной палочкой. Триггером ее мегапопулярности была пандемия и локдаун.",2025-03-13T14:46:35Z,0,я не понимаю всеобщей критики ее марафона она говорила что для исполнения желания надо иметь пошаговый план а не махнуть волшебной палочкой триггером ее мегапопулярности была пандемия и локдаун,NEGATIVE,2024-04-16
@MrCuberaya,Поток вынес правильно😂😂😂😂.я очень довольна,2025-03-13T13:48:06Z,1,поток вынес правильноя очень довольна,POSITIVE,2024-04-25
@SkyJemper,посиди подумай,2025-03-13T10:38:24Z,1,посиди подумай,NEUTRAL,2024-04-16
@МашаК-г4к,Сумашедшая тетка эта Блиновская.После тюрьмы жаргон у нее наверное поменяется😅,2025-03-13T10:12:09Z,0,сумашедшая тетка эта блиновскаяпосле тюрьмы жаргон у нее наверное поменяется,NEUTRAL,2024-04-12
@Poltys777,"Мужик молодец, а мой рафтинг нравится? 😂",2025-03-13T02:49:21Z,0,мужик молодец а мой рафтинг нравится ,POSITIVE,2024-04-19
@IrinaHittel,Собчак👏👏👏Вывела на чистую воду 🥳Блиновская себя закопала😅5лет тюрьмы-маловато💯💣🤣,2025-03-12T23:50:29Z,0,собчаквывела на чистую воду блиновская себя закопалалет тюрьмымаловато,NEUTRAL,2024-04-10
@astro_regres,"Я не проходила марафоны желаний Елены Блиновской, но впечатлилась историей ареста матери 4 детей. 
Прежде чем посмотреть видео я  почитала комментарии и они все об одном. Я хочу оставить здесь свой комментарий, написать свое стороннее мнение.
Да, вначале Елена вела себя на первый взгляд мерзко. Но вырвать из контекста и исказить смыслы, можно как угодно интервьюеру. 
Я увидела следующее:
Ксения умная, устойчивая и провокатор. Она умеет подчеркнуть детали, которые создают мнение.  

Ксения прагматик, сложилось мнение - атеист, Хотя самой удилось прочувствовать духовную связь с учителем йоги, а такие встречи стоят за рамками привычной логики. С такими людьми «скептиками»сложно говорить о тонких, духовных процессах. Ксения опирается на  научно-доказательные доводы. И естественно в своих интервью лоббирует и акцентирует «трезвые» взгляды. 

Елена вначале была напряжена, опасалась этого интервью, но пошла в свой страх. Поддерживать общение спокойно с людьми, которые относятся скептически к делу твоей жизни и завуалированно стебутся, не просто, и Елена не сдержалась несколько раз. 

Ничего плохого по сути Елена не делала. Никого не обманывала. Понравиться абсолютно всем, невозможно. В реализацию своих желаний нужно реально поверить и эту магию творят сами люди, когда у них что-то сбывается. Действительно существует множество инструментов осознанности, которые в повседневной жизни люди не знают, не используют. Елена собрала их, структурировала, они и были эффективны для кого-то или нет. 

Вопрос цены, дело такое… Елена одна из первых сделала высокий чек на подобные курсы, заскочил на гребень волны и стала зарабатывать миллионы. Сейчас многие блогеры по тому же принципу, успешно продают подобные продукты. И раз это пользуется спросом, значит кому-то полезно. И дело не в наивности, а в выборе людей ищущих способы для решения своих сложностей. 

Людям сложно радоваться успехам других. 

Людям надо хлеба и зрелищ. И они готовы глазеть и хлопать, злорадствовать публичной порке. А случилось именно это. Очень жесткий финал. И я надеюсь он разрешится в течении 6-12 месяцев и Елену выпустят, так как цель показательная достигнута по сути - «платите налоги и живите спокойно». 

Елена одна из первых зарабатывала большие деньги в интернет пространстве, которое только недавно начали регулировать. До этого вообще не понятно было, как там действовать. Оптимизацией налогообложения, пользуются многие корпорации, для этого и существуют консалтинговые агентства. 

В конце интервью Елена расслабилась и уже перестала отстаивать свои границы, которые кстати Ксения постоянно нарушала вопросами на которые Елена не была готова отвечать. Но в силу своей мягкости и наивности не смогла деликатно дать отпор и поставить Ксению на место. 

В целом мне жаль Елену и её семью. Наивность, доверчивость, текущее время в котором таким образом отвлекают народ от более значимых вещей и бреши в законодательстве послужили таким исходом. 
Я лично искреннее желаю скорейшего благополучного исхода этого дела для Елены и её семьи. 🙏💗 

ЛЮДИ будьте пожалуйста добрее. И помните, «от суммы и тюрьмы не зарекайся». «не суди и не судим будешь», и другие похожие заповеди. Всем добра. 🤍",2025-03-12T23:14:20Z,1,"я не проходила марафоны желаний елены блиновской но впечатлилась историей ареста матери  детей 
прежде чем посмотреть видео я  почитала комментарии и они все об одном я хочу оставить здесь свой комментарий написать свое стороннее мнение
да вначале елена вела себя на первый взгляд мерзко но вырвать из контекста и исказить смыслы можно как угодно интервьюеру 
я увидела следующее
ксения умная устойчивая и провокатор она умеет подчеркнуть детали которые создают мнение  

ксения прагматик сложилось мнение  атеист хотя самой удилось прочувствовать духовную связь с учителем йоги а такие встречи стоят за рамками привычной логики с такими людьми скептикамисложно говорить о тонких духовных процессах ксения опирается на  научнодоказательные доводы и естественно в своих интервью лоббирует и акцентирует трезвые взгляды 

елена вначале была напряжена опасалась этого интервью но пошла в свой страх поддерживать общение спокойно с людьми которые относятся скептически к делу твоей жизни и завуалированно стебутся не просто и елена не сдержалась несколько раз 

ничего плохого по сути елена не делала никого не обманывала понравиться абсолютно всем невозможно в реализацию своих желаний нужно реально поверить и эту магию творят сами люди когда у них чтото сбывается действительно существует множество инструментов осознанности которые в повседневной жизни люди не знают не используют елена собрала их структурировала они и были эффективны для когото или нет 

вопрос цены дело такое елена одна из первых сделала высокий чек на подобные курсы заскочил на гребень волны и стала зарабатывать миллионы сейчас многие блогеры по тому же принципу успешно продают подобные продукты и раз это пользуется спросом значит комуто полезно и дело не в наивности а в выборе людей ищущих способы для решения своих сложностей 

людям сложно радоваться успехам других 

людям надо хлеба и зрелищ и они готовы глазеть и хлопать злорадствовать публичной порке а случилось именно это очень жесткий финал и я надеюсь он разрешится в течении  месяцев и елену выпустят так как цель показательная достигнута по сути  платите налоги и живите спокойно 

елена одна из первых зарабатывала большие деньги в интернет пространстве которое только недавно начали регулировать до этого вообще не понятно было как там действовать оптимизацией налогообложения пользуются многие корпорации для этого и существуют консалтинговые агентства 

в конце интервью елена расслабилась и уже перестала отстаивать свои границы которые кстати ксения постоянно нарушала вопросами на которые елена не была готова отвечать но в силу своей мягкости и наивности не смогла деликатно дать отпор и поставить ксению на место 

в целом мне жаль елену и её семью наивность доверчивость текущее время в котором таким образом отвлекают народ от более значимых вещей и бреши в законодательстве послужили таким исходом 
я лично искреннее желаю скорейшего благополучного исхода этого дела для елены и её семьи  

люди будьте пожалуйста добрее и помните от суммы и тюрьмы не зарекайся не суди и не судим будешь и другие похожие заповеди всем добра ",NEGATIVE,2024-04-01
@miss_viera,29:10 - пророческие слова,2025-03-12T19:03:14Z,0,  пророческие слова,NEUTRAL,2024-04-21
@ДдддОооо-р6ш,27:46 дааа дальше ещё будет показательнее,2025-03-12T18:01:17Z,0, дааа дальше ещё будет показательнее,NEUTRAL,2024-04-15
@MultiAzz93,"В 2025 мне это интервью нравится еще больше 
Получается, желания реально работают, если Блиновскую упекли",2025-03-12T17:18:55Z,0,"в  мне это интервью нравится еще больше 
получается желания реально работают если блиновскую упекли",NEGATIVE,2024-04-18
