author,text,publishedAt,likes,clean_text,sentiment,published_at
@ТатьянаГрушецкая-л9п,Терпеть не могу бузовк высокомерная хвастливая всё время я  я я куда ей до знаменитостей выскочила из дома2 и не засунуть,2024-08-10 13:53:12+00:00,0,терпеть не могу бузовк высокомерная хвастливая всё время я  я я куда ей до знаменитостей выскочила из дома2 и не засунуть,positive,2024-04-10
@ТатьянаГрушецкая-л9п,😊,2024-08-10 13:50:41+00:00,0,,neutral,2024-04-17
@Лидия-ш6е,Две проститутки жили с мужиками и остались у разбитого карыта,2024-08-05 20:14:17+00:00,0,две проститутки жили с мужиками и остались у разбитого карыта,negative,2024-04-21
@НадеждаНадежда-л5п9э,"Устала улыбаться)), потом досмотрю😊",2024-08-05 15:59:46+00:00,1,устала улыбаться потом досмотрю,negative,2024-04-28
@ФеЙкТрАкТоРиСт,Одноклассницы Долиной 😢😢😅😅😅😅😅😅😅😅😅,2024-08-05 02:03:52+00:00,0,одноклассницы долиной,neutral,2024-04-26
@ФеЙкТрАкТоРиСт,Я думал это Долина Лариса😮😮😮😮,2024-08-05 01:53:27+00:00,0,я думал это долина лариса,neutral,2024-04-09
@Crytek90,нормально бузуву разьебали),2024-08-04 16:21:32+00:00,0,нормально бузуву разьебали,neutral,2024-04-27
@VOLHAZHYKHARKO,Нигде не верю,2024-08-04 00:51:55+00:00,0,нигде не верю,neutral,2024-04-25
@Екатерина-щ7л4е,"Здесь она говорит, что реально была влюблена в парня с проекта, у нее шрамы на сердце… Потом она говорила, что общалась с Давой во время проекта и думала только о нем, стальные парни ей были не нужны. Сочиняет складно, но не последовательно.",2024-08-03 14:27:15+00:00,1,здесь она говорит что реально была влюблена в парня с проекта у нее шрамы на сердце потом она говорила что общалась с давой во время проекта и думала только о нем стальные парни ей были не нужны сочиняет складно но не последовательно,positive,2024-04-30
@Slayerr-e3j,кароче говоря просил поступай так чему ты молился всю жизнь примерно так оно мне сказало,2024-08-02 19:44:57+00:00,0,кароче говоря просил поступай так чему ты молился всю жизнь примерно так оно мне сказало,negative,2024-04-06
@Slayerr-e3j,говорит люди верят тем тварям а мы создания на самом то деле,2024-08-02 19:39:51+00:00,0,говорит люди верят тем тварям а мы создания на самом то деле,neutral,2024-04-25
@Slayerr-e3j,"Еще тема посмотрите Идущие к черту, Соболева он последний журналист кто брал интервью у Джуна",2024-08-02 19:39:06+00:00,0,еще тема посмотрите идущие к черту соболева он последний журналист кто брал интервью у джуна,neutral,2024-04-23
@Slayerr-e3j,"не повторите ошибки Мульти Милиардера с множеством детей как у меня, немеренное количество после развала савдепа телки просили дай своего иниче жизнь не так важна",2024-08-02 19:37:47+00:00,0,не повторите ошибки мульти милиардера с множеством детей как у меня немеренное количество после развала савдепа телки просили дай своего иниче жизнь не так важна,neutral,2024-04-26
@Slayerr-e3j,Господня всласть = БУРАЙ=,2024-08-02 19:35:38+00:00,0,господня всласть  бурай,neutral,2024-04-19
@Slayerr-e3j,куда охрана смотрела твари выебаные уже,2024-08-02 19:33:39+00:00,0,куда охрана смотрела твари выебаные уже,neutral,2024-04-19
@Slayerr-e3j,"мультимилиардер на для зачем ты отправил своего сына в школу, нанять репититора",2024-08-02 19:32:58+00:00,0,мультимилиардер на для зачем ты отправил своего сына в школу нанять репититора,neutral,2024-04-10
@Slayerr-e3j,"Илон Маск сказал что Его Сына кастрировали в школе , пусть наймет убийц",2024-08-02 19:31:25+00:00,0,илон маск сказал что его сына кастрировали в школе  пусть наймет убийц,negative,2024-04-26
@Slayerr-e3j,Моя малая щас в германии в банде наркоманов из за сраной войны,2024-08-02 19:28:13+00:00,0,моя малая щас в германии в банде наркоманов из за сраной войны,negative,2024-04-26
@Slayerr-e3j,говорю нах ты обзываеш мою подружку он говорит я ее не смотрю моя малая смотрит,2024-08-02 19:26:34+00:00,0,говорю нах ты обзываеш мою подружку он говорит я ее не смотрю моя малая смотрит,negative,2024-04-25
@Slayerr-e3j,"говорит Одя не могу тебе сказать кто помогает бизнес строить, а она хочет знать вдруг морген штерн пацан доверился с чистой совестью и обманывать нельзя",2024-08-02 19:22:13+00:00,0,говорит одя не могу тебе сказать кто помогает бизнес строить а она хочет знать вдруг морген штерн пацан доверился с чистой совестью и обманывать нельзя,negative,2024-04-11
@Slayerr-e3j,забыли девченки одеть маску с знаком -С- который не пропускает газ,2024-08-02 19:14:39+00:00,0,забыли девченки одеть маску с знаком с который не пропускает газ,neutral,2024-04-21
@Slayerr-e3j,ненавижу когда издевались над этой святой добротой,2024-08-02 19:13:15+00:00,0,ненавижу когда издевались над этой святой добротой,negative,2024-04-17
@Slayerr-e3j,согласен у меня фамилия польйская ты свои днк можеш продолжеть но род ребенка от отца,2024-08-02 19:12:02+00:00,0,согласен у меня фамилия польйская ты свои днк можеш продолжеть но род ребенка от отца,negative,2024-04-26
@Slayerr-e3j,тот кто любит они будет любить все твои стороны главное не показывай их,2024-08-02 19:10:50+00:00,0,тот кто любит они будет любить все твои стороны главное не показывай их,positive,2024-04-14
@Slayerr-e3j,"она хотела сказать станет вульгарна схватит за писюн и потащит, женское счастья никогда не покажи не красива части тела и слова",2024-08-02 19:09:34+00:00,0,она хотела сказать станет вульгарна схватит за писюн и потащит женское счастья никогда не покажи не красива части тела и слова,negative,2024-04-07
@Slayerr-e3j,А Ксения вообще нарядилась что редко делает,2024-08-02 19:08:24+00:00,0,а ксения вообще нарядилась что редко делает,neutral,2024-04-27
@Slayerr-e3j,Аксанка не считает себя красавицей соперница правельно сказала нестрой из себя,2024-08-02 19:07:27+00:00,0,аксанка не считает себя красавицей соперница правельно сказала нестрой из себя,negative,2024-04-28
@Slayerr-e3j,зато за власть против родствеников не бьется тоесть ей легче немного,2024-08-02 19:06:28+00:00,0,зато за власть против родствеников не бьется тоесть ей легче немного,negative,2024-04-24
@Slayerr-e3j,говорит еслиб вы знали кто со мною в машине то афигелибы и испугались вроде обычная девченка а с ней королева,2024-08-02 19:05:25+00:00,0,говорит еслиб вы знали кто со мною в машине то афигелибы и испугались вроде обычная девченка а с ней королева,negative,2024-04-05
@Slayerr-e3j,правельно говориш секс то любовь в рожденых советским союзом то просто трах не подходит по морали для красивых девченок только любовь.,2024-08-02 19:03:37+00:00,0,правельно говориш секс то любовь в рожденых советским союзом то просто трах не подходит по морали для красивых девченок только любовь,neutral,2024-04-19
@Slayerr-e3j,"посмотрите Руслана Дыка Енергия - в нашоми мисти енергетична крыза, е инщи люды котрым пидчиняется енергия стыхий, Я пийду за дыкаю енергиею або знайду або загыну, то Русла говорит, за то ейх переслидуе енергетична полиция, а по поводу Героини наркоманки временами - захотела поделилась деньгами не отдала то она все деньги или большую часть не нада быть жадным. Альфонсики но она на них смотрит друзья которым тоже нужны деньги.",2024-08-02 18:54:43+00:00,0,посмотрите руслана дыка енергия  в нашоми мисти енергетична крыза е инщи люды котрым пидчиняется енергия стыхий я пийду за дыкаю енергиею або знайду або загыну то русла говорит за то ейх переслидуе енергетична полиция а по поводу героини наркоманки временами  захотела поделилась деньгами не отдала то она все деньги или большую часть не нада быть жадным альфонсики но она на них смотрит друзья которым тоже нужны деньги,negative,2024-04-14
@Slayerr-e3j,Хорошая Книга Психотерапия Внушение Гипноз Слободяник 1980 год то что вы преподаете почитай полезная книга в сети есть,2024-08-02 18:40:54+00:00,0,хорошая книга психотерапия внушение гипноз слободяник 1980 год то что вы преподаете почитай полезная книга в сети есть,positive,2024-04-16
@Slayerr-e3j,Девченка дающая тебе Аксанка интервью должна знать что не надо любить как ходить на работу,2024-08-02 18:38:58+00:00,0,девченка дающая тебе аксанка интервью должна знать что не надо любить как ходить на работу,negative,2024-04-25
@Slayerr-e3j,"Я на себя это Вы есть причина, Я есть Вы или - Мы - я храню род много предка тысячелетний. так бы не обрашал внимания и говорил на себя с маленькой буквы.",2024-08-02 18:37:00+00:00,0,я на себя это вы есть причина я есть вы или  мы  я храню род много предка тысячелетний так бы не обрашал внимания и говорил на себя с маленькой буквы,neutral,2024-04-18
@Slayerr-e3j,Но в Северной Корее недавно убивали -расстреливали- все кто находился в квартире если Кто играл в компьютерные игры,2024-08-02 18:33:14+00:00,0,но в северной корее недавно убивали расстреливали все кто находился в квартире если кто играл в компьютерные игры,neutral,2024-04-23
@Slayerr-e3j,"вообще я стал больше уважать Наследника Кимерсена Владельца Северной Кореи, щас он просто тупо защитник земли как старые добрые игры с магнитафона загружающуюся - Защитник Земли",2024-08-02 18:31:25+00:00,0,вообще я стал больше уважать наследника кимерсена владельца северной кореи щас он просто тупо защитник земли как старые добрые игры с магнитафона загружающуюся  защитник земли,neutral,2024-04-17
@Slayerr-e3j,кстате я не самый умный на сколько знаю во вселенной ну типа не тяну на себя одеяло но КНДР Корейская Народная Демократическая Республика то я не википедию смотрел а по памяти,2024-08-02 18:28:42+00:00,0,кстате я не самый умный на сколько знаю во вселенной ну типа не тяну на себя одеяло но кндр корейская народная демократическая республика то я не википедию смотрел а по памяти,neutral,2024-04-26
@Slayerr-e3j,"показали в видео Рому Еврейчика из Дом 2, засунули ему пластмасовую бутылку в жопу то месть за осквернил девченку а в Жены не брал =гондон= как он злился просто рычал, порадовали...",2024-08-02 18:25:12+00:00,0,показали в видео рому еврейчика из дом 2 засунули ему пластмасовую бутылку в жопу то месть за осквернил девченку а в жены не брал гондон как он злился просто рычал порадовали,negative,2024-04-25
@Slayerr-e3j,"но вылаживать откровенные видео или Фото то вульгарно, гулящая слегонца кобылка))",2024-08-02 18:19:22+00:00,0,но вылаживать откровенные видео или фото то вульгарно гулящая слегонца кобылка,negative,2024-04-10
@Slayerr-e3j,ладно извиняюсь Она сипатичная кобылка=)))),2024-08-02 18:18:06+00:00,0,ладно извиняюсь она сипатичная кобылка,neutral,2024-04-18
@Slayerr-e3j,Она не баба она симпатичная бабенка или телочка,2024-08-02 18:13:32+00:00,0,она не баба она симпатичная бабенка или телочка,positive,2024-04-06
@Slayerr-e3j,"Пацан в коментариях правильно сказал, она разделась протест за поднятие налогов и так одеть нечего+=__))",2024-08-02 18:12:28+00:00,0,пацан в коментариях правильно сказал она разделась протест за поднятие налогов и так одеть нечего__,negative,2024-04-29
@Slayerr-e3j,"привет симпотяшка, Бузова хорошая девченка зря её обижают чтож плохого то она сделала.",2024-08-02 18:09:49+00:00,0,привет симпотяшка бузова хорошая девченка зря её обижают чтож плохого то она сделала,positive,2024-04-08
@ЛидияОгурцова-н9ц,"Ксении Анатольевне так странны искренние чувства и  высказывания))))) везде ищет подвох.. Не нашла в Ольге - пошла к ""эксперту"", который ""подтвердил"" ее наигранность. При этом Оля при диалоге смотрит на собеседника, а Ксения - в камеру и на реакцию окружающих....",2024-07-31 16:05:26+00:00,0,ксении анатольевне так странны искренние чувства и  высказывания везде ищет подвох не нашла в ольге  пошла к эксперту который подтвердил ее наигранность при этом оля при диалоге смотрит на собеседника а ксения  в камеру и на реакцию окружающих,neutral,2024-04-10
@ЕкатеринаКаралюс,А без матов не получается брать интервью?,2024-07-31 06:24:26+00:00,0,а без матов не получается брать интервью,neutral,2024-04-13
@darknoir9822,Да обе были счастливы,2024-07-30 01:20:10+00:00,0,да обе были счастливы,negative,2024-04-05
@Три-х3о,"Меня уже ничего не обидит. Даже, если в соседней комнате будет лошадь😂😂😂😂 
Обожаю Собчак за умение смеяться над собой",2024-07-29 02:25:33+00:00,0,"меня уже ничего не обидит даже если в соседней комнате будет лошадь 
обожаю собчак за умение смеяться над собой",positive,2024-04-05
@ГеннадийШвалюк-ф1п,"Кумирами молодёжи в ,, лихие 90е были В.ЦОЙ, И.ТАЛЬКОВ, Б.ГРЕБЕНЩИКОВ, Ю.ШЕВЧУК, позднее к ним присоедилась ЗЕМФИРА!,......а сейчас бузова, ивлеева, филька, шаман, чичерина - какие времена такие и ,, герои""!😢",2024-07-29 00:03:19+00:00,0,кумирами молодёжи в  лихие 90е были вцой итальков бгребенщиков юшевчук позднее к ним присоедилась земфираа сейчас бузова ивлеева филька шаман чичерина  какие времена такие и  герои,negative,2024-04-27
@ТатьянаРемизова-х2ч,"К людям которые не любят животных, я лично отношусь с осторожностью. Душа у них не живая!",2024-07-27 16:54:14+00:00,0,к людям которые не любят животных я лично отношусь с осторожностью душа у них не живая,neutral,2024-04-20
@looizafm3110,Собчак гениальна. Люблю ее ❤😊,2024-07-26 08:22:25+00:00,0,собчак гениальна люблю ее,positive,2024-04-19
@looizafm3110,Тот момент когда Бузова в интервью Собчак переиграла саму Собчак 😂,2024-07-26 07:38:33+00:00,0,тот момент когда бузова в интервью собчак переиграла саму собчак,neutral,2024-04-18
@ГеоргийЕлистратов-й5в,как собчак могла сделать ошибку в ударении слова мастерки.. с таким образованием,2024-07-25 20:01:42+00:00,0,как собчак могла сделать ошибку в ударении слова мастерки с таким образованием,neutral,2024-04-06
@ГеоргийЕлистратов-й5в,тоже смотрю после стрелец,2024-07-25 20:00:53+00:00,0,тоже смотрю после стрелец,neutral,2024-04-26
@T.a.b.o.u,"Не смотрела дом, музыку слушаю совсем другую, Бузову почему-то считала ТП, по редким отрывкам где она мелькала изредка, когда я еще смотрела тв.
Сейчас посмотрела и поняла, что это далеко не глупый человек и приятная девочка. Интервью смешное, легкое, посмотрела с удовольствием.)",2024-07-23 18:58:43+00:00,0,"не смотрела дом музыку слушаю совсем другую бузову почемуто считала тп по редким отрывкам где она мелькала изредка когда я еще смотрела тв
сейчас посмотрела и поняла что это далеко не глупый человек и приятная девочка интервью смешное легкое посмотрела с удовольствием",positive,2024-04-24
@ГеннадийШвалюк-ф1п,О.Бузова - это балерина волочкова 2.0 Ксении надо было срочно набрать миллион подписчиков!🤔,2024-07-23 14:59:18+00:00,0,обузова  это балерина волочкова 20 ксении надо было срочно набрать миллион подписчиков,neutral,2024-04-16
@moonlight89_,Ольга не смотрит в чужой карман. Оля выше чем человек,2024-07-23 12:05:34+00:00,0,ольга не смотрит в чужой карман оля выше чем человек,neutral,2024-04-05
@lenaeses,"Спасибо , за фильм. Не оторваться. ❤",2024-07-23 05:02:42+00:00,0,спасибо  за фильм не оторваться,positive,2024-04-24
@DinaZAVR13,"Пипец, такого деда иметь враги не нужны",2024-07-22 21:07:45+00:00,0,пипец такого деда иметь враги не нужны,negative,2024-04-20
@КетринРэй,"Каких только психов неадекватных она не привлекала.
Ужас",2024-07-21 04:55:12+00:00,0,"каких только психов неадекватных она не привлекала
ужас",negative,2024-04-09
@ОльгаБобкова-ш9ш,"Как надоела эта Бузова, не надо о ней, ее нет, пустое место",2024-07-15 06:38:08+00:00,0,как надоела эта бузова не надо о ней ее нет пустое место,negative,2024-04-26
@ЗояЛеднева-ф7п,"Про этих двух дур и сучек желательно не пиарить,особенно собчачкк",2024-07-14 16:50:40+00:00,1,про этих двух дур и сучек желательно не пиаритьособенно собчачкк,neutral,2024-04-12
@LiubovKessler,"Собчак прикольная такая, да и Бузова классная! Обе настоящие, кстати😂❤",2024-07-12 13:51:35+00:00,1,собчак прикольная такая да и бузова классная обе настоящие кстати,positive,2024-04-19
@LiubovKessler,😂😂😂классное интерьвью 😂,2024-07-12 13:16:23+00:00,1,классное интерьвью,positive,2024-04-14
@ЭмЭм-ы8ь,"Какая Ксюша тут приятная, милая,задорная",2024-07-12 00:27:26+00:00,0,какая ксюша тут приятная милаязадорная,positive,2024-04-18
@windofocean,"Помните, как обсуждали, как она украла награду какую-то? Позорище. Во всем позорище!!! 🤢",2024-07-11 17:06:38+00:00,0,помните как обсуждали как она украла награду какуюто позорище во всем позорище,negative,2024-04-15
@daryadarya475,"Сделала на копейку, а понтов на рубль. Яяяяяяяя. Головка ты от х..я. Фантик дешевый, в который вкладывают богатые люди и фантик этот жрут тупые люди. Вот и все",2024-07-11 15:50:03+00:00,0,сделала на копейку а понтов на рубль яяяяяяяя головка ты от хя фантик дешевый в который вкладывают богатые люди и фантик этот жрут тупые люди вот и все,negative,2024-04-26
@СилавправдеБрат-з8ф,"Собчак,хватит гнуть свою линию!!!!!журналист так себя не ведёт. Ты навязываешь всегда свою точку зрения",2024-07-09 18:32:17+00:00,0,собчакхватит гнуть свою линиюжурналист так себя не ведёт ты навязываешь всегда свою точку зрения,neutral,2024-04-05
@Анна-м6е4е,А Собчак би?,2024-07-07 16:07:50+00:00,0,а собчак би,neutral,2024-04-19
@Находки-р3т,"Сообщак вроде оскорбляет, но включает маму и пытается защитить и научить Бузову.",2024-06-30 22:05:53+00:00,0,сообщак вроде оскорбляет но включает маму и пытается защитить и научить бузову,neutral,2024-04-20
@IisusyHristy,"Какая же Вы овца, Ксения Анатольевна",2024-06-28 04:23:23+00:00,0,какая же вы овца ксения анатольевна,neutral,2024-04-28
@ВалентинаШпунтова-ю6и,"Нечего хорошего после выступления в день защиты детей,не кокого уважения,позор😈😈😈",2024-06-23 04:07:09+00:00,0,нечего хорошего после выступления в день защиты детейне кокого уваженияпозор,positive,2024-04-30
@КорейскаяедакотикПерс,"Решим, обсудим😂Ольга красотка! ❤",2024-06-20 11:30:45+00:00,0,решим обсудимольга красотка,positive,2024-04-11
@Hot_note,"Мне понравился выпуск, в особенности тем, как здесь раскрылась Собчак. Вспомнила молодость и ребячество рядом с Олей)",2024-06-17 14:29:16+00:00,1,мне понравился выпуск в особенности тем как здесь раскрылась собчак вспомнила молодость и ребячество рядом с олей,positive,2024-04-15
@AnastasiyaKononova,Осторожна Собчак русские рядом с тобой не Европа,2024-06-14 21:47:48+00:00,0,осторожна собчак русские рядом с тобой не европа,neutral,2024-04-16
@Сергей-й2б2ж,"И в конце провакация на подставу с чеченцами. Конечно, Ксюша, у твоего папы портфель носил дед Вова, которому ты сейчас карманную оппозицию рисуешь, он тебя прикроет. Но Олю то зачем стараться  подставлять ?",2024-06-12 14:36:08+00:00,1,и в конце провакация на подставу с чеченцами конечно ксюша у твоего папы портфель носил дед вова которому ты сейчас карманную оппозицию рисуешь он тебя прикроет но олю то зачем стараться  подставлять,negative,2024-04-17
@darknoir9822,Собчак. Норсмалмэ Ну* Хеуво? Ищу.,2024-06-10 23:10:36+00:00,0,собчак норсмалмэ ну хеуво ищу,neutral,2024-04-18
@darjamalinovska116,Зачем столько однотипной обуви от ширпотреба?,2024-06-10 03:50:57+00:00,0,зачем столько однотипной обуви от ширпотреба,negative,2024-04-21
@darjamalinovska116,"Бузова и правда две вещи не совместимы,+ сабчак",2024-06-10 03:48:41+00:00,0,бузова и правда две вещи не совместимы сабчак,neutral,2024-04-15
@ЖенисЕсенеев,"Очень интеллегентное интервью двух харизматичных дам. (Бубён и Треф😂). В их беседе даже маты звучат как то не грубо , а с некоторым шармом. Ну в общем молодчинки, что несмотря на хейты остаётесь настоящими. Удачи. Не сломайтесь и оставайтесь живыми....",2024-06-07 12:15:03+00:00,0,очень интеллегентное интервью двух харизматичных дам бубён и треф в их беседе даже маты звучат как то не грубо  а с некоторым шармом ну в общем молодчинки что несмотря на хейты остаётесь настоящими удачи не сломайтесь и оставайтесь живыми,positive,2024-04-27
@bellakerimova,Нагиев и Абрамович одногодки😅,2024-06-07 11:17:54+00:00,1,нагиев и абрамович одногодки,neutral,2024-04-28
@наташа-й2й2э,"Золотые слова Ольги""ЭТО РОССИЯ,ЗДЕСЬ ЖИВУТ ВСЕ!!!""",2024-06-06 14:09:51+00:00,1,золотые слова ольгиэто россияздесь живут все,positive,2024-04-18
@2Miumiu,Отличный выпуск🔥🔥🔥,2024-06-04 17:32:25+00:00,0,отличный выпуск,positive,2024-04-26
@ВикторияМоскаленко-д7с,Психика 😂испорчена у Ольги... Ксения ❤молодец,2024-06-02 10:21:39+00:00,0,психика испорчена у ольги ксения молодец,neutral,2024-04-21
@Anastiya_Go,48:38 - это Инстасамка 😅,2024-05-30 07:35:19+00:00,0,4838  это инстасамка,negative,2024-04-23
@angel-n3x6f,"Я увидела, что Собчак как наставник, хотя в своей манере, но все же подсказала, направила внимание, как будд-то хотела предуберечь Бузову относительно и введения бизнеса и в общем.",2024-05-28 12:59:08+00:00,0,я увидела что собчак как наставник хотя в своей манере но все же подсказала направила внимание как буддто хотела предуберечь бузову относительно и введения бизнеса и в общем,negative,2024-04-30
@КириллМаркелов-ш3ь,Привет,2024-05-27 04:33:25+00:00,0,привет,neutral,2024-04-20
@Kateikazateika,Я ржу! 😂,2024-05-26 09:48:30+00:00,0,я ржу,positive,2024-04-28
@cassandracassandra2746,"Правильно сказала, Лобода!",2024-05-21 21:03:46+00:00,1,правильно сказала лобода,neutral,2024-04-11
@cassandracassandra2746,"Ой зазналась, тупица!",2024-05-21 21:01:19+00:00,1,ой зазналась тупица,negative,2024-04-18
@yana_krasilnikova,"Смотрю в 2024м) какое же время было золотое) список женихов, практически все теперь инагенты. Эхо Москвы нет, Инстаграм запрещен, Пугачева и Лабода уехали, а разговор на лобном вообще в шаге от статьи. Да и в целом… атмосфера теперь совсем другая. Как и Ксюша с Олей",2024-05-21 15:12:53+00:00,2,смотрю в 2024м какое же время было золотое список женихов практически все теперь инагенты эхо москвы нет инстаграм запрещен пугачева и лабода уехали а разговор на лобном вообще в шаге от статьи да и в целом атмосфера теперь совсем другая как и ксюша с олей,positive,2024-04-15
@ssv2576,Как не красиво представила квартиру,2024-05-21 11:27:11+00:00,0,как не красиво представила квартиру,neutral,2024-04-16
@stasyadontsova4614,"Собчак гуру провокации, а Бузова ведётся",2024-05-20 19:30:28+00:00,0,собчак гуру провокации а бузова ведётся,neutral,2024-04-23
@KsU96,Собчак как привычно предложила сатанистов предателей России в качестве женихов 😂😂😂😂,2024-05-20 14:58:03+00:00,0,собчак как привычно предложила сатанистов предателей россии в качестве женихов,negative,2024-04-15
@alesalea7260,"Квартира Бузовой рядом с МГУ, вроде. И давно ли это опа Москвы? Троллинг Собчак похоже",2024-05-20 10:11:08+00:00,1,квартира бузовой рядом с мгу вроде и давно ли это опа москвы троллинг собчак похоже,neutral,2024-04-15
@ДарьяНовикова-й5л,"Никогда не слушала и не буду слушать песни Бузовой, она явно не певица… Зачем заниматься тем чем тебя не наградили … да и так она сама по себе явно немного неадекватная, поэтому и не может ни с кем построить отношения, явно мужики от неё сбегали и сбегают просто…😅",2024-05-17 21:13:52+00:00,0,никогда не слушала и не буду слушать песни бузовой она явно не певица зачем заниматься тем чем тебя не наградили  да и так она сама по себе явно немного неадекватная поэтому и не может ни с кем построить отношения явно мужики от неё сбегали и сбегают просто,negative,2024-04-05
@Viki-Kikki,"Бляяя🤦🏼‍♀️... Меня прям осенило🤦🏼‍♀️ .....КАКАЯ СОБЧАК ЗАВИСТЛИВАЯ.....В кааааждом слове....в каждой доёбке..... Вот почему она такая ....Она просто смотрит на себя в зеркале, а потом на красивых женщин... Потом опять на себя потом опять на красивых женщин......и и и и  ВСЁ ПРЕКРАСНО ВИДИТ И ПОНИМАЕТ..... поэтому  всех красивых девочек она ЗАВИСТЛИВО ОБСЕРАЕТ...фу лошадь и-го-го...",2024-05-17 12:24:42+00:00,1,бляяя меня прям осенило какая собчак завистливаяв кааааждом словев каждой доёбке вот почему она такая она просто смотрит на себя в зеркале а потом на красивых женщин потом опять на себя потом опять на красивых женщини и и и  всё прекрасно видит и понимает поэтому  всех красивых девочек она завистливо обсераетфу лошадь игого,positive,2024-04-22
@КсенияМаркова-р8т,Враньё всё это 😂 шоу 😉,2024-05-16 17:09:24+00:00,0,враньё всё это  шоу,negative,2024-04-21
@mbaviajuliakalinina6978,Ой девки 😂 настроение подняли))),2024-05-16 06:47:12+00:00,0,ой девки  настроение подняли,positive,2024-04-25
@ТатьянаВысоцкая-о2й,Девчонки веселушки😃😄😊,2024-05-15 18:53:34+00:00,0,девчонки веселушки,negative,2024-04-30
@0lada,Как Собчак профессионально манипулирует людьми . А ХУ Е Т Ь,2024-05-14 22:15:07+00:00,0,как собчак профессионально манипулирует людьми  а ху е т ь,neutral,2024-04-10
@anneta6313,"Собчак, конечно, подлижет, где нужно, чтоб втереться в доверие… зараза та еще ) Многие наивно доверяют и надеятся на человечность какую-то, 😅от кого …. 👹",2024-05-13 09:59:49+00:00,0,собчак конечно подлижет где нужно чтоб втереться в доверие зараза та еще  многие наивно доверяют и надеятся на человечность какуюто от кого,neutral,2024-04-05
@juliasmith5808,"Ольга слишком глупая, чтобы быть сукой. Бездарные люди, бизнесы в минусе, одна показуха",2024-05-12 00:06:36+00:00,0,ольга слишком глупая чтобы быть сукой бездарные люди бизнесы в минусе одна показуха,negative,2024-04-17
@juliasmith5808,"50 тыс на кино, при этом квартира дешманская, хоть и съемная.",2024-05-11 16:24:51+00:00,0,50 тыс на кино при этом квартира дешманская хоть и съемная,neutral,2024-04-29
@ТатаИванова-я9х,Т.е. пол потрогала потом тарелки. Перчатки видно не сменила. Гениально,2024-05-04 14:15:31+00:00,1,те пол потрогала потом тарелки перчатки видно не сменила гениально,neutral,2024-04-25
@MarinaBurko-c9i,"А я ей завидую. Молодец! Хоть и олинокая, не сломалась, есть квартира, машина, успех, карьера.",2024-04-29 07:44:14+00:00,0,а я ей завидую молодец хоть и олинокая не сломалась есть квартира машина успех карьера,negative,2024-04-05
@Limonad.Svet.Solnce,Аа зачем  веника замазали ???,2024-04-26 17:25:59+00:00,0,аа зачем  веника замазали,negative,2024-04-06
@krisibi1075,"Там инстасамка на 48:35 тайминг перемотайте, ахахв
Собчак права была насчёт массовки 😂",2024-04-25 15:02:13+00:00,0,"там инстасамка на 4835 тайминг перемотайте ахахв
собчак права была насчёт массовки",neutral,2024-04-23
@ВсёнеоЧем-с6ц,САМАЯ БОЛЬШАЯ ТАЙНА ПОЖЕРТВОВАНИЙ???,2024-04-24 14:36:40+00:00,0,самая большая тайна пожертвований,neutral,2024-04-20
@pvko4315,"бузова трудоголик, искренняя и добрая. почему люди не видят этого? да, она простая, не скупа на эмоции, какие бы они не были. да она чудесная. а какая она певица или бизнесменша - просто дело вкуса. Человек успешен, глупые люди не будут зарабатывать миллионы в месяц",2024-04-20 05:09:55+00:00,1,бузова трудоголик искренняя и добрая почему люди не видят этого да она простая не скупа на эмоции какие бы они не были да она чудесная а какая она певица или бизнесменша  просто дело вкуса человек успешен глупые люди не будут зарабатывать миллионы в месяц,negative,2024-04-21
@ЛеяАлиана,так воду пьёт противно - бу...,2024-04-16 21:02:12+00:00,0,так воду пьёт противно  бу,negative,2024-04-14
@ЛеяАлиана,Сама повторяет за иностранными звёздами каре - бу.........,2024-04-16 20:52:02+00:00,0,сама повторяет за иностранными звёздами каре  бу,neutral,2024-04-07
@polfaron5890,"Один из лучших выпусков!!! Странно лично для меня это говорить, но я поменял своё мнение об Бузовой в лучшую сторону.",2024-04-16 17:47:02+00:00,0,один из лучших выпусков странно лично для меня это говорить но я поменял своё мнение об бузовой в лучшую сторону,positive,2024-04-14
@ФаузияМубаракзянова,"Дожили Бородина и Бузова до :""Ни, ни, деньги - не главное!""Для глубинного народа)))",2024-04-15 08:10:58+00:00,0,дожили бородина и бузова до ни ни деньги  не главноедля глубинного народа,negative,2024-04-10
@СуперПупер-ж5ъ,Косметологи перестарались и у Ольги немного поменялась национальность.,2024-04-12 11:57:21+00:00,0,косметологи перестарались и у ольги немного поменялась национальность,neutral,2024-04-07
@aisleykey,"Бузова - клоунесса, какой была такой и останется 🤡 Ни на один конкретный вопрос не смогла дать развернутый ответ, все лишь Я-Я-Я  успешный успех.",2024-04-11 20:36:51+00:00,3,бузова  клоунесса какой была такой и останется  ни на один конкретный вопрос не смогла дать развернутый ответ все лишь яяя  успешный успех,positive,2024-04-15
@NataAdame,"Все женщины по своему очч эмоциональны без слез ни куда и в радости, и в горе)",2024-04-11 09:18:09+00:00,0,все женщины по своему очч эмоциональны без слез ни куда и в радости и в горе,neutral,2024-04-17
@Ca-uo1ht,🌹🌹🌹🥰👍💖💜💞,2024-04-05 16:23:13+00:00,0,,neutral,2024-04-30
